,carat,cut,color,clarity,table,depth,cert,measurements,price,x,y,z
918,0.27,V.Good,K,VS1,58.0,63.9,GIA,4.03 x 4.06 x 2.59,359.0,4.03,4.06,2.59
919,0.35,Good,J,SI1,59.0,66.8,GIA,4.30 x 4.33 x 2.88,359.0,4.3,4.33,2.88
920,0.24,Ideal,D,SI1,58.0,61.9,GIA,3.98 x 3.99 x 2.47,359.0,3.98,3.99,2.47
921,0.41,Good,J,I1,58.0,61.5,GIA,4.74 x 4.81 x 2.94,359.0,4.74,4.81,2.94
922,0.26,Ideal,H,SI1,57.0,62.7,GIA,4.09 x 4.11 x 2.57,359.0,4.09,4.11,2.57
923,0.3,Ideal,J,SI2,56.0,62.9,IGI,4.27 x 4.29 x 2.69,359.0,4.27,4.29,2.69
924,0.3,Good,D,I1,66.0,54.8,GIA,4.49 x 4.52 x 2.47,359.0,4.49,4.52,2.47
925,0.27,Ideal,F,SI1,57.0,61.2,GIA,4.17 x 4.18 x 2.55,359.0,4.17,4.18,2.55
926,0.32,V.Good,F,I1,58.0,61.3,GIA,4.41 x 4.42 x 2.70,359.0,4.41,4.42,2.7
927,0.3,V.Good,K,VVS1,56.0,63.5,GIA,4.24 x 4.28 x 2.70,359.0,4.24,4.28,2.7
928,0.33,Ideal,K,VS1,57.0,62.0,GIA,4.42 x 4.46 x 2.75,359.0,4.42,4.46,2.75
929,0.23,Ideal,G,VS2,61.0,60.4,GIA,3.98 x 4.00 x 2.41,359.0,3.98,4.0,2.41
930,0.23,Ideal,F,VS2,59.0,60.7,GIA,3.95 x 3.99 x 2.41,359.0,3.95,3.99,2.41
931,0.23,Ideal,F,VS2,59.0,60.6,GIA,3.98 x 4.00 x 2.42,359.0,3.98,4.0,2.42
932,0.23,Ideal,G,VS2,58.0,61.9,GIA,3.93 x 3.95 x 2.44,359.0,3.93,3.95,2.44
933,0.31,Ideal,G,I1,59.0,60.4,GIA,4.38 x 4.39 x 2.65,359.0,4.38,4.39,2.65
934,0.23,Ideal,F,VS2,60.0,61.0,GIA,3.93 x 3.96 x 2.40,359.0,3.93,3.96,2.4
935,0.23,Ideal,E,VS2,57.0,62.5,GIA,3.90 x 3.92 x 2.44,359.0,3.9,3.92,2.44
936,0.23,Ideal,F,VS2,57.0,62.2,GIA,3.94 x 3.96 x 2.46,359.0,3.94,3.96,2.46
937,0.23,Ideal,G,VS2,56.0,62.0,GIA,3.92 x 3.94 x 2.44,359.0,3.92,3.94,2.44
938,0.23,Ideal,F,VS2,55.0,62.3,GIA,3.94 x 3.96 x 2.46,359.0,3.94,3.96,2.46
939,0.23,Ideal,G,VS2,59.0,60.0,GIA,3.98 x 4.00 x 2.39,359.0,3.98,4.0,2.39
940,0.23,Ideal,H,VS1,59.0,59.7,GIA,4.03 x 4.05 x 2.41,359.0,4.03,4.05,2.41
941,0.23,Ideal,G,VS2,59.0,60.5,GIA,3.98 x 3.99 x 2.41,359.0,3.98,3.99,2.41
942,0.23,Ideal,F,VS2,56.0,61.5,GIA,3.97 x 3.99 x 2.45,359.0,3.97,3.99,2.45
943,0.23,Ideal,G,VS1,57.0,62.0,GIA,3.96 x 3.98 x 2.46,359.0,3.96,3.98,2.46
944,0.23,Ideal,H,VS1,55.0,62.6,GIA,3.95 x 3.98 x 2.48,359.0,3.95,3.98,2.48
945,0.23,Ideal,G,VS2,57.0,61.3,GIA,3.96 x 3.98 x 2.43,359.0,3.96,3.98,2.43
946,0.21,Ideal,F,VVS2,58.0,62.0,GIA,3.81 x 3.83 x 2.37,359.0,3.81,3.83,2.37
947,0.21,Ideal,F,VVS1,59.0,60.9,GIA,3.84 x 3.86 x 2.34,359.0,3.84,3.86,2.34
948,0.2,Ideal,E,VVS2,58.0,60.4,GIA,3.84 x 3.85 x 2.32,359.0,3.84,3.85,2.32
949,0.2,Ideal,E,VVS2,58.0,60.6,GIA,3.80 x 3.81 x 2.31,359.0,3.8,3.81,2.31
950,0.2,Ideal,E,VVS2,58.0,60.6,GIA,3.82 x 3.83 x 2.32,359.0,3.82,3.83,2.32
951,0.2,Ideal,E,VVS2,58.0,61.4,GIA,3.81 x 3.83 x 2.34,359.0,3.81,3.83,2.34
952,0.2,Ideal,E,VVS2,58.0,60.8,GIA,3.81 x 3.83 x 2.32,359.0,3.81,3.83,2.32
953,0.2,Ideal,E,VVS2,56.0,61.6,GIA,3.81 x 3.82 x 2.35,359.0,3.81,3.82,2.35
954,0.2,Ideal,E,VVS2,58.0,61.2,GIA,3.81 x 3.82 x 2.34,359.0,3.81,3.82,2.34
955,0.2,Ideal,E,VVS2,58.0,60.9,GIA,3.81 x 3.82 x 2.32,359.0,3.81,3.82,2.32
956,0.2,Ideal,E,VVS2,57.0,61.4,GIA,3.78 x 3.80 x 2.33,359.0,3.78,3.8,2.33
957,0.2,Ideal,E,VVS2,57.0,61.7,GIA,3.78 x 3.79 x 2.34,359.0,3.78,3.79,2.34
958,0.2,Ideal,E,VVS1,57.0,61.9,GIA,3.74 x 3.76 x 2.32,359.0,3.74,3.76,2.32
959,0.36,V.Good,K,SI1,60.0,59.6,GIA,4.69 x 4.66 x 2.79,359.0,4.69,4.66,2.79
960,0.36,Good,F,I1,53.0,64.2,EGL,4.49 x 4.45 x 2.87,359.0,4.49,4.45,2.87
961,0.36,Ideal,L,SI2,59.0,60.2,GIA,4.62 x 4.61 x 2.78,359.0,4.62,4.61,2.78
962,0.38,Good,E,I1,54.0,64.1,EGL,4.60 x 4.54 x 2.93,359.0,4.6,4.54,2.93
963,0.38,Good,G,I1,56.0,63.9,EGL,4.56 x 4.51 x 2.90,359.0,4.56,4.51,2.9
964,0.38,Good,D,I1,60.0,57.1,EGL,4.80 x 4.76 x 2.73,359.0,4.8,4.76,2.73
965,0.38,Good,E,I1,64.0,64.0,EGL,4.50 x 4.41 x 2.85,359.0,4.5,4.41,2.85
966,0.51,V.Good,L,I1,60.0,59.9,EGL,5.16 x 5.12 x 3.08,359.0,5.16,5.12,3.08
967,0.33,Ideal,J,I1,56.0,63.5,GIA,2.77 x 4.36 x 4.37,359.0,2.77,4.36,4.37
968,0.27,Good,F,SI1,65.0,62.0,GIA,2.54 x 4.06 x 4.14,359.0,2.54,4.06,4.14
969,0.27,V.Good,F,SI2,62.0,59.0,GIA,4.25 x 4.22 x 2.50,360.0,4.25,4.22,2.5
970,0.36,Good,J,SI1,63.0,62.3,GIA,4.50 x 4.56 x 2.82,360.0,4.5,4.56,2.82
971,0.28,V.Good,H,SI1,57.0,59.1,GIA,4.30 x 4.32 x 2.55,360.0,4.3,4.32,2.55
972,0.28,V.Good,H,SI1,59.0,60.1,GIA,4.25 x 4.27 x 2.56,360.0,4.25,4.27,2.56
973,0.22,Ideal,J,IF,59.0,60.8,GIA,3.89 x 3.93 x 2.38,360.0,3.89,3.93,2.38
974,0.22,Ideal,G,VVS2,57.0,62.1,GIA,3.86 x 3.87 x 2.40,360.0,3.86,3.87,2.4
975,0.22,Ideal,I,VVS1,58.0,61.8,GIA,3.85 x 3.89 x 2.39,360.0,3.85,3.89,2.39
976,0.24,Ideal,J,VVS2,54.0,62.4,IGI,4.00 x 4.04 x 2.51,360.0,4.0,4.04,2.51
977,0.25,Ideal,K,VS1,58.0,62.3,GIA,4.02 x 4.04 x 2.51,360.0,4.02,4.04,2.51
978,0.23,Ideal,E,VS2,54.0,62.1,GIA,3.92 x 3.95 x 2.44,360.0,3.92,3.95,2.44
979,0.23,Ideal,H,VS2,57.0,61.3,GIA,3.96 x 3.97 x 2.43,360.0,3.96,3.97,2.43
980,0.23,V.Good,E,VS1,64.0,61.7,IGI,3.90 x 3.94 x 2.42,360.0,3.9,3.94,2.42
981,0.23,Good,D,VS2,61.0,64.7,IGI,3.83 x 3.91 x 2.51,360.0,3.83,3.91,2.51
982,0.23,V.Good,E,VS2,59.0,62.7,GIA,3.89 x 3.93 x 2.45,360.0,3.89,3.93,2.45
983,0.26,Good,H,VS2,68.0,58.6,IGI,4.17 x 4.23 x 2.46,360.0,4.17,4.23,2.46
984,0.23,Ideal,E,VS1,57.0,59.9,GIA,3.97 x 3.99 x 2.39,360.0,3.97,3.99,2.39
985,0.23,V.Good,E,VS1,56.0,62.7,GIA,3.91 x 3.93 x 2.46,360.0,3.91,3.93,2.46
986,0.23,Ideal,H,VS2,61.0,59.9,GIA,3.97 x 4.00 x 2.39,360.0,3.97,4.0,2.39
987,0.23,V.Good,D,VS1,55.0,64.0,GIA,3.87 x 3.88 x 2.48,360.0,3.87,3.88,2.48
988,0.23,V.Good,F,VS2,55.0,63.2,GIA,3.88 x 3.91 x 2.46,360.0,3.88,3.91,2.46
989,0.3,Ideal,F,I1,60.0,59.2,GIA,4.37 x 4.39 x 2.59,360.0,4.37,4.39,2.59
990,0.23,Ideal,E,VS2,59.0,61.5,GIA,3.93 x 3.96 x 2.42,360.0,3.93,3.96,2.42
991,0.23,Ideal,F,VS2,56.0,61.7,GIA,3.94 x 3.96 x 2.44,360.0,3.94,3.96,2.44
992,0.23,Ideal,F,VS2,58.0,61.5,GIA,3.92 x 3.96 x 2.42,360.0,3.92,3.96,2.42
993,0.23,Ideal,F,VS2,60.0,60.7,GIA,3.95 x 3.97 x 2.41,360.0,3.95,3.97,2.41
994,0.23,Ideal,F,VS2,58.0,61.3,GIA,3.98 x 3.99 x 2.44,360.0,3.98,3.99,2.44
995,0.23,Ideal,F,VS2,55.0,62.7,GIA,3.92 x 3.94 x 2.46,360.0,3.92,3.94,2.46
996,0.23,Ideal,F,VS2,57.0,62.0,GIA,3.94 x 3.96 x 2.45,360.0,3.94,3.96,2.45
997,0.23,Ideal,F,VS2,60.0,61.6,GIA,3.90 x 3.94 x 2.41,360.0,3.9,3.94,2.41
998,0.23,V.Good,E,VS2,55.0,61.5,GIA,3.93 x 3.96 x 2.43,360.0,3.93,3.96,2.43
999,0.21,Ideal,H,VVS1,61.0,60.6,GIA,3.87 x 3.89 x 2.35,360.0,3.87,3.89,2.35
